"name","rank","industry","headquarters_state","year","headquarters_city","revenue_percent_change","profits_percent_change","total_shareholder_equity","profit_percent_sales","profit_percent_assets","profit_percent_shareholder_equity","stockholders_equity","profit_as_a_percent_of_sales","profit_as_a_percent_of_assets","profit_as_a_percent_of_shareholder_equity","gained_in_rank","dropped_in_rank","newcomer","profitable","founder_is_ceo","foreign_born_ceo","female_ceo","growth_in_jobs","sector","employees","newcomer_to_the_fortune_500","global_500","best_companies","worlds_most_admired_companies","change_the_world","fastest_growing_companies","change_in_rank_full_1000","change_in_rank_500_only","measure_up","measure_up_rank","profit_mil","asset_mil","revenue_mil","market_value_mil"
"Auto-Owners Insurance Group",444,"Insurance: Property and Casualty (Mutual)","MI",2007,"Lansing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5090.1,
"Franklin Resources, Inc.",445,"Securities","CA",2007,"San Mateo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5050.7,
"Peter Kiewit Sons', Inc.",446,"Engineering & Construction","NE",2007,"Omaha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5049,
"Newmont Mining Corporation",447,"Mining, Crude-Oil Production","CO",2007,"Denver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5039,
"Emcor Group, Inc.",448,"Engineering & Construction","CT",2007,"Norwalk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5021,
"El Paso Corporation",449,"Pipelines","TX",2007,"Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011,
"Graybar Electric Company, Inc.",450,"Wholesalers: Diversified","MO",2007,"St. Louis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5009.1,
"Liz Claiborne, Inc.",451,"Apparel","NY",2007,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994.3,
"Host Hotels & Resorts, Inc.",452,"Real Estate","MD",2007,"Bethesda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4958,
"The Hershey Company",453,"Food Consumer Products","PA",2007,"Hershey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4944.2,
"Anixter International Inc.",454,"Wholesalers: Diversified","IL",2007,"Glenview",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4938.6,
"Allegheny Technologies Inc.",455,"Metals","PA",2007,"Pittsburgh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4936.6,
"BlueLinx Holdings Inc.",456,"Wholesalers: Diversified","GA",2007,"Atlanta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4899.4,
"Ecolab Inc.",457,"Chemicals","MN",2007,"St. Paul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4895.8,
"DaVita",458,"Health Care: Medical Facilities","CA",2007,"El Segundo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4880.7,
"H&R Block, Inc.",459,"zMiscellaneous","MO",2007,"Kansas City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4872.8,
"Western & Southern Mutual Holding Company",460,"Insurance: Life, Health (Mutual)","OH",2007,"Cincinnati",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4838.1,
"M.D.C. Holdings, Inc.",461,"Homebuilders","CO",2007,"Denver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4801.7,
"Frontier Oil Corporation",462,"Petroleum Refining","TX",2007,"Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4796,
"Erie Insurance Group",463,"Insurance: Property and Casualty (Stock)","PA",2007,"Erie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4785.5,
"The Shaw Group, Inc.",464,"Engineering & Construction","LA",2007,"Baton Rouge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4781.4,
"Level 3 Communications, Inc.",465,"Telecommunications","CO",2007,"Broomfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4778,
"RadioShack Corporation",466,"Specialty Retailers","TX",2007,"Fort Worth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4777.5,
"The Ryland Group, Inc.",467,"Homebuilders","CA",2007,"Calabasas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4757.2,
"Aleris International, Inc.",468,"Metals","OH",2007,"Beachwood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4748.8,
"Big Lots, Inc.",469,"Specialty Retailers","OH",2007,"Columbus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4743,
"Jones Apparel Group, Inc.",470,"Apparel","NY",2007,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4742.8,
"SPX Corporation",471,"Electronics, Electrical Equipment","NC",2007,"Charlotte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4723,
"Wm. Wrigley Jr. Company",472,"Food Consumer Products","IL",2007,"Chicago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4686,
"Tenneco Inc.",473,"Motor Vehicles & Parts","IL",2007,"Lake Forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4685,
"Mirant Corporation",474,"Energy","GA",2007,"Atlanta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4684,
"The Clorox Company",475,"Household and Personal Products","CA",2007,"Oakland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4660,
"Nash-Finch Company",476,"Wholesalers: Food and Grocery","MN",2007,"Minneapolis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4631.6,
"Expeditors International of Washington, Inc.",477,"Transportation and Logistics","WA",2007,"Seattle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626,
"Advance Auto Parts, Inc.",478,"Specialty Retailers","VA",2007,"Roanoke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4616.5,
"Sovereign Bancorp, Inc.",479,"Savings Institutions","PA",2007,"Philadelphia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4612,
"Constellation Brands, Inc.",480,"Beverages","NY",2007,"Fairport",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4603.4,
"BorgWarner, Inc.",481,"Motor Vehicles & Parts","MI",2007,"Auburn Hills",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4585.4,
"XTO Energy Inc.",482,"Mining, Crude-Oil Production","TX",2007,"Fort Worth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4576,
"SCANA Corporation",483,"Utilities: Gas and Electric","SC",2007,"Columbia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4563,
"Cincinnati Financial Corporation",484,"Insurance: Property and Casualty (Stock)","OH",2007,"Fairfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4550,
"United Stationers Inc.",485,"Wholesalers: Electronics and Office Equipment","IL",2007,"Deerfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4546.9,
"Fiserv Inc.",486,"Financial Data Services","WI",2007,"Brookfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4544.2,
"Comerica Incorporated",487,"Commercial Banks","MI",2007,"Detroit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4539,
"Chiquita Brands International, Inc.",488,"Food Production","OH",2007,"Cincinnati",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4499.1,
"Mutual of Omaha Insurance Companies",489,"Insurance: Life, Health (Mutual)","NE",2007,"Omaha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4497.6,
"Northern Trust Corporation",490,"Commercial Banks","IL",2007,"Chicago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4473,
"Global Partners LP",491,"Energy","MA",2007,"Waltham",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4472.4,
"The Western Union Company",492,"Financial Data Services","CO",2007,"Englewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4470.2,
"Conseco, Inc.",493,"Insurance: Life, Health (Stock)","IN",2007,"Carmel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4467.4,
"Community Health Systems, Inc.",494,"Health Care: Medical Facilities","TN",2007,"Franklin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4369.9,
"BJ Services Company",495,"Oil and Gas Equipment, Services","TX",2007,"Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4367.9,
"M&T Bank Corporation",496,"Commercial Banks","NY",2007,"Buffalo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359.9,
"Kindred Healthcare, Inc.",497,"Health Care: Medical Facilities","KY",2007,"Louisville",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4355.9,
"Western Digital Corporation",498,"Computer Peripherals","CA",2007,"Lake Forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4341.3,
"Sealed Air Corporation",499,"Packaging, Containers","NJ",2007,"Elmwood Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4327.9,
"SunGard Data Systems, Inc.",500,"Financial Data Services","PA",2007,"Wayne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4323,
"Telephone and Data Systems, Inc.",501,"Telecommunications","IL",2007,"Chicago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4265.5,
"Brinker International, Inc.",502,"Food Services","TX",2007,"Dallas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4260.2,
"American Financial Group, Inc.",503,"Insurance: Property and Casualty (Stock)","OH",2007,"Cincinnati",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4254,
"Con-way Incorporated",504,"Transportation and Logistics","CA",2007,"San Mateo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4243.2,
"URS Corporation",505,"Engineering & Construction","CA",2007,"San Francisco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4240.2,
"PetSmart, Inc.",506,"Specialty Retailers","AZ",2007,"Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4233.9,
"Ikon Office Solutions, Inc.",507,"Wholesalers: Electronics and Office Equipment","PA",2007,"Malvern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4228.2,
"Western Refining, Inc.",508,"Petroleum Refining","TX",2007,"El Paso",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4199.5,
"Giant Industries, Inc.",509,"Petroleum Refining","AZ",2007,"Scottsdale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4198.2,
"Levi Strauss & Co.",510,"Apparel","CA",2007,"San Francisco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4192.9,
"Universal Health Services, Inc.",511,"Health Care: Medical Facilities","PA",2007,"King of Prussia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4191.5,
"The Lubrizol Corporation",512,"Chemicals","OH",2007,"Wickliffe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184.6,
"Health Management Associates, Inc.",513,"Health Care: Medical Facilities","FL",2007,"Naples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4160.2,
"Synovus Financial Corp.",514,"Commercial Banks","GA",2007,"Columbus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4150.1,
"Symantec Corporation",515,"Computer Software","CA",2007,"Cupertino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4143.4,
"Borders Group, Inc.",516,"Specialty Retailers","MI",2007,"Ann Arbor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4113.5,
"Neiman Marcus, Inc.",517,"Specialty Retailers","TX",2007,"Dallas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4105.6,
"Holly Corporation",518,"Petroleum Refining","TX",2007,"Dallas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4077.1,
"MDU Resources Group, Inc.",519,"Mining, Crude-Oil Production","ND",2007,"Bismarck",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4072.5,
"CB Richard Ellis Group, Inc.",520,"Real Estate","CA",2007,"El Segundo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4032,
"The Stanley Works",521,"Household and Personal Products","CT",2007,"New Britain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4030.6,
"LandAmerica Financial Group, Inc.",522,"Insurance: Property and Casualty (Stock)","VA",2007,"Glen Allen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015.9,
"OGE Energy Corp",523,"Pipelines","OK",2007,"Oklahoma City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015,
"Robert Half International Inc.",524,"Temporary Help","CA",2007,"Menlo Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013.5,
"Wisconsin Energy Corporation",525,"Utilities: Gas and Electric","WI",2007,"Milwaukee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4010.7,
"CH2M Hill Companies, Ltd.",526,"Engineering & Construction","CO",2007,"Englewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4006.9,
"Core-Mark Holding Company, Inc.",527,"Wholesalers: Food and Grocery","CA",2007,"South San Francisco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001.1,
"Sirva, Inc.",528,"Transportation and Logistics","IL",2007,"Westmont",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3983.3,
"Gateway, Inc.",529,"Computers, Office Equipment","CA",2007,"Irvine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3980.8,
"Pathmark Stores, Inc.",530,"Food & Drug Stores","NJ",2007,"Carteret",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3972.8,
"PepsiAmericas, Inc.",531,"Beverages","MN",2007,"Minneapolis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3972.4,
"Dollar Tree Stores, Inc.",532,"Specialty Retailers","VA",2007,"Chesapeake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3969.4,
"Standard Pacific Corp.",533,"Homebuilders","CA",2007,"Irvine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3964,
"The ServiceMaster Company",534,"Diversified Outsourcing Services","TN",2007,"Memphis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3948,
"OSI Restaurant Partners, Inc.",535,"Food Services","FL",2007,"Tampa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3941,
"United Rentals, Inc.",536,"zMiscellaneous","CT",2007,"Greenwich",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3920,
"FMC Technologies, Inc.",537,"Oil and Gas Equipment, Services","TX",2007,"Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3918,
"The Washington Post Company",538,"Publishing, Printing","DC",2007,"Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3904.9,
"EOG Resources, Inc",539,"Mining, Crude-Oil Production","TX",2007,"Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3904.4,
"Popular, Inc.",540,"Commercial Banks","PR",2007,"Hato Rey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3873.9,
"Michaels Stores, Inc.",541,"Specialty Retailers","TX",2007,"Irving",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3865,
"Rockwell Collins, Inc.",542,"Aerospace & Defense","IA",2007,"Cedar Rapids",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3863,
"Insight Enterprises, Inc.",543,"Wholesalers: Electronics and Office Equipment","AZ",2007,"Tempe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3851.2,
"Jarden Corporation",544,"Home Equipment, Furnishings","NY",2007,"Rye",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3846.3,
"E*Trade Financial Corporation",545,"Securities","NY",2007,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3845.5,
"Wyndham Worldwide Corporation",546,"Hotels, Casinos, Resorts","NJ",2007,"Parsippany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3842,
"CA, Inc.",547,"Computer Software","NY",2007,"Islandia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3805,
"Old Republic International Corporation",548,"Insurance: Property and Casualty (Stock)","IL",2007,"Chicago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3794.2,
"Thermo Fisher Scientific Inc.",549,"Scientific, Photographic and Control Equipment","MA",2007,"Waltham",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3791.6,
"Alberto-Culver Company",550,"Household and Personal Products","IL",2007,"Melrose Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3772,
"WellCare Health Plans, Inc.",551,"Health Care: Insurance and Managed Care","FL",2007,"Tampa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3762.9,
"Polo Ralph Lauren Corporation",552,"Apparel","NY",2007,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3746.3,
"Cameron International Corporation",553,"Oil and Gas Equipment, Services","TX",2007,"Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3742.9,
"Williams-Sonoma, Inc.",554,"Specialty Retailers","CA",2007,"San Francisco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727.5,
"Chemtura Corporation",555,"Chemicals","CT",2007,"Middlebury",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3722.7,
"Consol Energy, Inc.",556,"Mining, Crude-Oil Production","PA",2007,"Pittsburgh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3715.2,
"Live Nation, Inc.",557,"Entertainment","CA",2007,"Beverly Hills",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3691.6,
"Armstrong World Industries, Inc.",558,"Building Materials, Glass","PA",2007,"Lancaster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3679.7,
"Lennox International Inc.",559,"Industrial and Farm Equipment","TX",2007,"Richardson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3671.1,
"Broadcom Corporation",560,"Semiconductors and Other Electronic Components","CA",2007,"Irvine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3667.8,
"General Cable Corporation",561,"Industrial and Farm Equipment","KY",2007,"Highland Heights",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3665.1,
"Wendy's International, Inc.",562,"Food Services","OH",2007,"Dublin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660.3,
"Sonoco Products Company",563,"Packaging, Containers","SC",2007,"Hartsville",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3656.8,
"Bemis Company, Inc.",564,"Packaging, Containers","WI",2007,"Neenah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3639.4,
"Manor Care, Inc.",565,"Health Care: Medical Facilities","OH",2007,"Toledo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3613.2,
"Nalco Holding Company",566,"Chemicals","IL",2007,"Naperville",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3602.6,
"Laboratory Corporation of America Holdings",567,"Health Care: Pharmacy and Other Services","NC",2007,"Burlington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3590.8,
"Precision Castparts Corporation",568,"Aerospace & Defense","OR",2007,"Portland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3580.1,
"NSTAR",569,"Utilities: Gas and Electric","MA",2007,"Boston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3577.7,
"Saks Incorporated",570,"General Merchandisers","AL",2007,"Birmingham",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3564.3,
"Bowater Incorporated",571,"Forest and Paper Products","SC",2007,"Greenville",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3529.8,
"Warner Music Group Corp.",572,"Entertainment","NY",2007,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516,
"Universal Corporation",573,"Tobacco","VA",2007,"Richmond",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3511.3,
"Stater Bros. Holdings Inc.",574,"Food & Drug Stores","CA",2007,"Colton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508.8,
"First Horizon National Corporation",575,"Commercial Banks","TN",2007,"Memphis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3496,
"Zimmer Holdings, Inc.",576,"Medical Products and Equipment","IN",2007,"Warsaw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495.4,
"Harris Corporation",577,"Network and Other Communications Equipment","FL",2007,"Melbourne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3474.8,
"Factory Mutual Insurance Company",578,"Insurance: Property and Casualty (Stock)","RI",2007,"Johnston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3474.4,
"Burlington Coat Factory Warehouse Corp.",579,"Specialty Retailers","NJ",2007,"Burlington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3470.6,
"Meritage Homes Corporation",580,"Homebuilders","AZ",2007,"Scottsdale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3461.3,
"The Bon-Ton Stores, Inc.",581,"General Merchandisers","PA",2007,"York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3455.8,
"TECO Energy, Inc.",582,"Utilities: Gas and Electric","FL",2007,"Tampa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3448.9,
"The New York Times Company",583,"Publishing, Printing","NY",2007,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3446.7,
"Oshkosh Truck Corporation",584,"Motor Vehicles & Parts","WI",2007,"Oshkosh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3427.4,
"Harsco Corporation",585,"Industrial and Farm Equipment","PA",2007,"Camp Hill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3423.3,
"Torchmark Corporation",586,"Insurance: Life, Health (Stock)","TX",2007,"Mckinney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421.2,
"Alliant Energy Corporation",587,"Utilities: Gas and Electric","WI",2007,"Madison",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3406,
"Pinnacle West Capital Corporation",588,"Utilities: Gas and Electric","AZ",2007,"Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3405.4,
"Cintas Corp.",589,"Diversified Outsourcing Services","OH",2007,"Cincinnati",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3403.6,
"Washington Group International, Inc.",590,"Engineering & Construction","ID",2007,"Boise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3398.1,
"Belk, Inc.",591,"General Merchandisers","NC",2007,"Charlotte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3375.4,
"Zions Bancorporation",592,"Commercial Banks","UT",2007,"Salt Lake City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3369.3,
"Sierra Pacific Resources",593,"Utilities: Gas and Electric","NV",2007,"Reno",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3356,
"NACCO Industries, Inc.",594,"Industrial and Farm Equipment","OH",2007,"Cleveland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3349,
"Vulcan Materials Company",595,"Building Materials, Glass","AL",2007,"Birmingham",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3342.5,
"Alaska Air Group, Inc.",596,"Airlines","WA",2007,"Seattle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3334.4,
"Simon Property Group, Inc.",597,"Real Estate","IN",2007,"Indianapolis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3332.2,
"Rockwood Holdings, Inc.",598,"Chemicals","NJ",2007,"Princeton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3330.9,
"Cytec Industries Inc.",599,"Chemicals","NJ",2007,"West Paterson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3329.5,
"J.B. Hunt Transport Services, Inc.",600,"Trucking, Truck Leasing","AR",2007,"Lowell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3328,
"MasterCard Incorporated",601,"Financial Data Services","NY",2007,"Purchase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3326.1,
"Abercrombie & Fitch Co.",602,"Specialty Retailers","OH",2007,"New Albany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3318.2,
"Trinity Industries, Inc.",603,"Transportation Equipment","TX",2007,"Dallas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3317.7,
"Del Monte Foods Company",604,"Food Consumer Products","CA",2007,"San Francisco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308.6,
"St. Jude Medical, Inc.",605,"Medical Products and Equipment","MN",2007,"St. Paul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3302.4,
"New Jersey Resources Corporation",606,"Energy","NJ",2007,"Wall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3299.6,
"Equity Office Properties Trust",607,"Real Estate","IL",2007,"Chicago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3285.1,
"Ruddick Corporation",608,"Food & Drug Stores","NC",2007,"Charlotte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3265.9,
"VWR International, Inc.",609,"Wholesalers: Diversified","PA",2007,"West Chester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3257.6,
"SanDisk Corporation",610,"Semiconductors and Other Electronic Components","CA",2007,"Milpitas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3257.5,
"General Growth Properties, Inc.",611,"Real Estate","IL",2007,"Chicago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3256.3,
"Harman International Industries, Inc.",612,"Electronics, Electrical Equipment","DC",2007,"Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247.9,
"Building Materials Holding Corporation",613,"Specialty Retailers","CA",2007,"San Francisco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3245.2,
"Steel Dynamics, Inc.",614,"Metals","IN",2007,"Fort Wayne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3238.8,
"Lithia Motors, Inc.",615,"Automotive Retailing, Services","OR",2007,"Medford",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3232.9,
"EGL, Inc.",616,"Transportation and Logistics","TX",2007,"Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3217.6,
"Alliant Techsystems Inc.",617,"Aerospace & Defense","MN",2007,"Edina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3216.8,
"American Axle & Manufacturing Holdings, Inc.",618,"Motor Vehicles & Parts","MI",2007,"Detroit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3191.7,
"Legg Mason, Inc.",619,"Securities","MD",2007,"Baltimore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3190.9,
"Genzyme Corporation",620,"Pharmaceuticals","MA",2007,"Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3187,
"Swift Transportation Co., Inc.",621,"Trucking, Truck Leasing","AZ",2007,"Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3172.8,
